ambito_nombre_x,embalse_nombre,volumen_medio_10,ambito_nombre_y,porcentaje_medio_10,ambito_nombre,provincia
Guadalquivir,giribaile,221.1328413284133,Guadalquivir,46.554206642066426,Guadalquivir,Jaén
Guadalquivir,guadalmellato,94.11439114391143,Guadalquivir,64.02372693726937,Guadalquivir,Córdoba
Guadalquivir,guadalmena,211.0110701107011,Guadalquivir,60.81022140221402,Guadalquivir,Jaén
Guadalquivir,guadalén,87.23062730627306,Guadalquivir,51.92298892988929,Guadalquivir,Jaén
Guadalquivir,hornachuelos,11.538461538461538,Guadalquivir,96.15461538461538,Guadalquivir,Córdoba
Guadalquivir,huesna,96.119926199262,Guadalquivir,71.19977859778598,Guadalquivir,Sevilla
Guadalquivir,iznájar,552.8081180811809,Guadalquivir,56.35132841328413,Guadalquivir,Córdoba
Guadalquivir,josé torán,65.2140221402214,Guadalquivir,57.71208487084871,Guadalquivir,Sevilla
Guadalquivir,jándula,168.84132841328415,Guadalquivir,52.4349446494465,Guadalquivir,Jaén
Guadalquivir,malpasillo ( jauja ),6.0,Guadalquivir,100.0,Guadalquivir,Córdoba
Guadalquivir,marmolejo,9.153846153846153,Guadalquivir,91.53846153846153,Guadalquivir,Córdoba
Guadalquivir,martín gonzalo,12.378228782287822,Guadalquivir,68.76800738007381,Guadalquivir,Córdoba
Guadalquivir,"melonares, los",157.83579335793357,Guadalquivir,84.85778597785978,Guadalquivir,Sevilla
Guadalquivir,"minilla, la",44.404059040590404,Guadalquivir,76.55881918819188,Guadalquivir,Sevilla
Guadalquivir,montoro,79.23062730627306,Guadalquivir,75.45767527675277,Guadalquivir,Ciudad Real
Guadalquivir,negratín,303.359778597786,Guadalquivir,53.50252767527675,Guadalquivir,Granada
Guadalquivir,pedro marín,18.384615384615383,Guadalquivir,96.7626923076923,Guadalquivir,Jaén
Guadalquivir,"pintado, el",144.03136531365314,Guadalquivir,67.6200922509225,Guadalquivir,Sevilla
Guadalquivir,puebla de cazalla,29.328413284132843,Guadalquivir,39.632656826568265,Guadalquivir,Sevilla
Guadalquivir,puente nuevo,152.3118081180812,Guadalquivir,54.01119926199262,Guadalquivir,Córdoba
Guadalquivir,quiebrajano,17.952029520295202,Guadalquivir,56.10079335793358,Guadalquivir,Jaén
Guadalquivir,quéntar,9.84870848708487,Guadalquivir,70.34747232472326,Guadalquivir,Granada
Guadalquivir,retortillo,39.488929889298895,Guadalquivir,64.73636531365314,Guadalquivir,Córdoba
Guadalquivir,rumblar,70.56088560885608,Guadalquivir,56.00075645756458,Guadalquivir,Jaén
Guadalquivir,san clemente,21.870848708487085,Guadalquivir,18.534464944649446,Guadalquivir,Granada
Guadalquivir,san rafael de navallana,83.77859778597787,Guadalquivir,53.36197416974169,Guadalquivir,Córdoba
Guadalquivir,sierra boyera,26.512915129151292,Guadalquivir,64.66557195571956,Guadalquivir,Córdoba
Guadalquivir,siles,21.312925170068027,Guadalquivir,71.04312925170068,Guadalquivir,Jaén
Guadalquivir,torre del águila,21.077490774907748,Guadalquivir,36.51457564575646,Guadalquivir,Sevilla
Guadalquivir,tranco de beas,302.0959409594096,Guadalquivir,60.66177121771218,Guadalquivir,Jaén
Guadalquivir,vadomojón,88.88929889298893,Guadalquivir,54.53374538745388,Guadalquivir,Córdoba
Guadalquivir,víboras,9.250922509225092,Guadalquivir,48.68909594095941,Guadalquivir,Jaén
Guadalquivir,yeguas,122.92435424354244,Guadalquivir,53.678653136531366,Guadalquivir,Córdoba
Guadalquivir,zocueca,1.0,Guadalquivir,20.0,Guadalquivir,Jaén
Guadalquivir,zufre,133.22693726937268,Guadalquivir,76.12979704797047,Guadalquivir,Huelva
Guadiana,"aguijón, el",9.863468634686347,Guadiana,89.6689298892989,Guadiana,Badajoz
Guadiana,alange,424.76937269372695,Guadiana,49.855940959409594,Guadiana,Badajoz
Guadiana,alcollarín,13.272727272727273,Guadiana,25.523636363636363,Guadiana,Cáceres
Guadiana,andévalo,466.6005025125628,Guadiana,73.5960552763819,Guadiana,Huelva
Guadiana,boquerón,4.5,Guadiana,75.00035055350554,Guadiana,Badajoz
Guadiana,brovales,5.4206642066420665,Guadiana,77.43680811808117,Guadiana,Badajoz
Guadiana,búrdalo,14.969696969696969,Guadiana,18.95151515151515,Guadiana,Cáceres
Guadiana,canchales,17.854243542435423,Guadiana,68.66950184501846,Guadiana,Badajoz
Guadiana,cancho del fresno,11.029520295202952,Guadiana,73.52985239852399,Guadiana,Cáceres
Guadiana,castilseras,4.425992779783393,Guadiana,88.51985559566786,Guadiana,Ciudad Real
Guadiana,chanza,197.8690036900369,Guadiana,58.026125461254615,Guadiana,Huelva
Guadiana,cijara,795.2749077490774,Guadiana,52.84236162361624,Guadiana,Badajoz
Guadiana,cornalbo,1.1642066420664208,Guadiana,10.582638376383764,Guadiana,Badajoz
Guadiana,cubilar,3.819188191881919,Guadiana,38.191881918819185,Guadiana,Cáceres
Guadiana,el vicario,14.974169741697416,Guadiana,46.79389298892989,Guadiana,Ciudad Real
Guadiana,garcía de sola,312.2472324723247,Guadiana,56.362250922509226,Guadiana,Badajoz
Guadiana,gargáligas,14.525830258302584,Guadiana,69.170110701107,Guadiana,Badajoz
Guadiana,gasset,17.863468634686345,Guadiana,42.53138376383764,Guadiana,Ciudad Real
Guadiana,horno tejero,20.79520295202952,Guadiana,86.64667896678966,Guadiana,Badajoz
Guadiana,la cabezuela,23.522140221402214,Guadiana,54.70226937269373,Guadiana,Ciudad Real
Guadiana,la serena,1772.8856088560885,Guadiana,55.07568265682657,Guadiana,Badajoz
Guadiana,llerena,7.239852398523985,Guadiana,80.44472324723247,Guadiana,Badajoz
Guadiana,los molinos,28.756457564575644,Guadiana,84.57832103321033,Guadiana,Badajoz
Guadiana,montijo,9.81549815498155,Guadiana,89.23177121771218,Guadiana,Badajoz
Guadiana,nogales,12.511070110701107,Guadiana,83.40715867158671,Guadiana,Badajoz
Guadiana,orellana,581.5590405904059,Guadiana,71.97479704797047,Guadiana,Badajoz
Guadiana,peñarroya,39.71955719557196,Guadiana,78.51503690036901,Guadiana,Ciudad Real
Guadiana,piedra aguda,10.763837638376383,Guadiana,67.2739852398524,Guadiana,Badajoz
Guadiana,proserpina,4.049815498154982,Guadiana,83.5239852398524,Guadiana,Badajoz
Guadiana,pto. vallehermoso,5.354243542435424,Guadiana,76.48763837638377,Guadiana,Ciudad Real
Guadiana,ruecas,30.2380073800738,Guadiana,68.72273062730628,Guadiana,Cáceres
Guadiana,sierra brava,150.45940959409594,Guadiana,64.57487084870849,Guadiana,Cáceres
Guadiana,tentudia,3.3339483394833946,Guadiana,66.6789667896679,Guadiana,Badajoz
Guadiana,torre de abrahán,73.93542435424354,Guadiana,40.401771217712174,Guadiana,Ciudad Real
Guadiana,valuengo,14.881918819188192,Guadiana,74.40959409594096,Guadiana,Badajoz
Guadiana,vega del jabalón,16.29520295202952,Guadiana,47.92726937269373,Guadiana,Ciudad Real
Guadiana,villalba de los barros,77.63636363636364,Guadiana,73.23939393939395,Guadiana,Badajoz
Guadiana,villar del rey,89.61439114391143,Guadiana,68.4088745387454,Guadiana,Badajoz
Guadiana,zújar,242.760147601476,Guadiana,80.14926199261993,Guadiana,Badajoz
Júcar,alarcón,562.5848708487085,Júcar,50.320590405904056,Júcar,Cuenca
Júcar,algar,0.1992619926199262,Júcar,3.3216236162361628,Júcar,Valencia
Júcar,amadorio,6.828413284132841,Júcar,42.67758302583026,Júcar,Alicante
Júcar,arenós,58.02767527675277,Júcar,42.358653136531366,Júcar,Castellón
Júcar,arquillo de san blas,15.01660516605166,Júcar,71.5070295202952,Júcar,Teruel
Júcar,bellús,12.398523985239853,Júcar,17.968708487084868,Júcar,Valencia
Júcar,benagéber,116.82472324723247,Júcar,52.8619926199262,Júcar,Valencia
Júcar,beniarrés,14.44280442804428,Júcar,53.4920479704797,Júcar,Alicante
Júcar,buseo,3.208487084870849,Júcar,40.10608856088561,Júcar,Valencia
Júcar,contreras,234.28966789667896,Júcar,38.1610147601476,Júcar,Valencia
Júcar,cortes ii,107.6309963099631,Júcar,91.21357933579336,Júcar,Valencia
Júcar,el naranjero,20.79889298892989,Júcar,71.72071955719557,Júcar,Valencia
Júcar,escalona,4.990774907749078,Júcar,5.040682656826568,Júcar,Valencia
Júcar,forata,9.771217712177123,Júcar,26.409428044280443,Júcar,Valencia
Júcar,guadalest,7.143911439114391,Júcar,54.95392988929889,Júcar,Alicante
Júcar,la muela,11.457564575645756,Júcar,57.28782287822878,Júcar,Valencia
Júcar,la toba,5.27859778597786,Júcar,52.7859778597786,Júcar,Cuenca
Júcar,loriguilla,22.0,Júcar,30.139446494464945,Júcar,Valencia
Júcar,maría cristina,5.402214022140221,Júcar,30.01308118081181,Júcar,Castellón
Júcar,regajo,3.8284132841328415,Júcar,63.80623616236163,Júcar,Castellón
Júcar,sichar,33.51291512915129,Júcar,68.39367158671587,Júcar,Castellón
Júcar,tous - la ribera,109.8210332103321,Júcar,28.98583025830258,Júcar,Valencia
Júcar,ulldecona,5.627306273062731,Júcar,51.15787822878229,Júcar,Castellón
Miño - Sil,albarellos,39.101476014760145,Miño - Sil,42.968597785977856,Miño - Sil,Orense
Miño - Sil,bao,171.56457564575646,Miño - Sil,72.08599630996311,Miño - Sil,Orense
Miño - Sil,belesar,384.2656826568266,Miño - Sil,58.666568265682656,Miño - Sil,Lugo
Miño - Sil,bárcena,201.50738007380073,Miño - Sil,59.09313653136531,Miño - Sil,León
Miño - Sil,"campañana, la",8.902214022140221,Miño - Sil,63.58736162361623,Miño - Sil,León
Miño - Sil,castrelo,52.05166051660517,Miño - Sil,86.75254612546125,Miño - Sil,Orense
Miño - Sil,cenza,23.673431734317344,Miño - Sil,59.18357933579336,Miño - Sil,Orense
Miño - Sil,chandrexa,35.21217712177122,Miño - Sil,57.72483394833949,Miño - Sil,Orense
Miño - Sil,"conchas, las",45.3690036900369,Miño - Sil,56.71125461254613,Miño - Sil,Orense
Miño - Sil,edrada-mao,7.3966789667896675,Miño - Sil,52.833431734317344,Miño - Sil,Orense
Miño - Sil,frieira,39.035055350553506,Miño - Sil,88.71581180811809,Miño - Sil,Pontevedra
Miño - Sil,guístolas,3.2490774907749076,Miño - Sil,64.98154981549816,Miño - Sil,Orense
Miño - Sil,matalavilla,34.549815498154985,Miño - Sil,53.153357933579336,Miño - Sil,León
Miño - Sil,montefurado,9.25830258302583,Miño - Sil,92.58302583025831,Miño - Sil,Lugo
Miño - Sil,"peares, os",174.9188191881919,Miño - Sil,96.10725092250922,Miño - Sil,Lugo
Miño - Sil,peñarrubia,11.119926199261993,Miño - Sil,85.54075645756458,Miño - Sil,Orense
Miño - Sil,"portas, las",361.6845018450185,Miño - Sil,67.47832103321034,Miño - Sil,Orense
Miño - Sil,prada,87.20479704797047,Miño - Sil,71.4790405904059,Miño - Sil,Orense
Miño - Sil,pías (san agustín),6.24169741697417,Miño - Sil,62.4169741697417,Miño - Sil,Orense
Miño - Sil,"rozas, las",14.14760147601476,Miño - Sil,50.527121771217715,Miño - Sil,León
Miño - Sil,salas,38.313653136531364,Miño - Sil,44.039354243542434,Miño - Sil,Orense
Miño - Sil,san martiño,8.948339483394834,Miño - Sil,89.48339483394834,Miño - Sil,Lugo
Miño - Sil,san pedro,4.583025830258302,Miño - Sil,76.38142066420663,Miño - Sil,Orense
Miño - Sil,san sebastián,24.990774907749078,Miño - Sil,54.327896678966795,Miño - Sil,Zamora
Miño - Sil,san. estevo,180.3579335793358,Miño - Sil,84.67481549815498,Miño - Sil,Orense
Miño - Sil,santa eulalia,7.780442804428044,Miño - Sil,77.80442804428044,Miño - Sil,Orense
Miño - Sil,sequeiros,10.005535055350553,Miño - Sil,90.96031365313652,Miño - Sil,Lugo
Miño - Sil,velle,13.44280442804428,Miño - Sil,79.07440959409594,Miño - Sil,Lugo
Miño - Sil,vilasouto,11.876383763837639,Miño - Sil,56.55409594095941,Miño - Sil,Lugo
Segura,alfonso xiii,5.415129151291513,Segura,24.614723247232472,Segura,Murcia
Segura,algeciras,16.273062730627306,Segura,36.162656826568266,Segura,Murcia
Segura,anchuricas,5.2749077490774905,Segura,87.91345018450184,Segura,Jaén
Segura,argos,6.88929889298893,Segura,68.8929889298893,Segura,Murcia
Segura,camarillas,16.75092250922509,Segura,46.530221402214025,Segura,Albacete
Segura,cenajo,211.16051660516604,Segura,48.320166051660514,Segura,Albacete
Segura,"cierva, la",3.765682656826568,Segura,53.79547970479705,Segura,Murcia
Segura,crevillente,5.350553505535055,Segura,41.158321033210335,Segura,Alicante
Segura,fuensanta,78.22509225092251,Segura,37.250036900369004,Segura,Albacete
Segura,la pedrera,100.63653136531366,Segura,40.90915129151291,Segura,Alicante
Segura,puentes,8.789667896678967,Segura,33.80691881918819,Segura,Murcia
Segura,santomera,2.745387453874539,Segura,10.557730627306274,Segura,Murcia
Segura,taibilla,4.723247232472325,Segura,52.481125461254614,Segura,Albacete
Segura,talave,16.880073800738007,Segura,48.22911439114391,Segura,Albacete
Segura,valdeinfierno,0.7269372693726938,Segura,5.8165682656826565,Segura,Murcia
Tajo,aceña,15.282287822878228,Tajo,63.67614391143912,Tajo,Ávila
Tajo,alcorlo,81.3210332103321,Tajo,45.17837638376384,Tajo,Provincia de Guadalajara
Tajo,alcántara,2091.4317343173434,Tajo,66.18439114391144,Tajo,Cáceres
Tajo,almoguera,5.928044280442805,Tajo,84.68247232472324,Tajo,Provincia de Guadalajara
Tajo,"atance, el",13.300738007380074,Tajo,38.00232472324723,Tajo,Provincia de Guadalajara
Tajo,"atazar, el",329.090405904059,Tajo,77.25121771217712,Tajo,Madrid
Tajo,azután,77.03690036900369,Tajo,68.17540590405903,Tajo,Provincia de Toledo
Tajo,baños,28.08671586715867,Tajo,68.5040590405904,Tajo,Cáceres
Tajo,beleña,34.276752767527675,Tajo,64.6730073800738,Tajo,Provincia de Guadalajara
Tajo,bolarque,26.08671586715867,Tajo,84.15153136531364,Tajo,Cuenca
Tajo,borbollon,50.78782287822878,Tajo,57.713450184501845,Tajo,Cáceres
Tajo,buendía,348.3782287822878,Tajo,20.996439114391144,Tajo,Provincia de Guadalajara
Tajo,burguillo - puente nuevo,120.18634686346863,Tajo,59.793929889298894,Tajo,Ávila
Tajo,castrejón,41.11808118081181,Tajo,93.44942804428045,Tajo,Provincia de Toledo
Tajo,"castro, el",2.095940959409594,Tajo,26.199261992619927,Tajo,Provincia de Toledo
Tajo,cazalegas,6.867158671586716,Tajo,98.10169741697418,Tajo,Provincia de Toledo
Tajo,cedillo,242.80258302583024,Tajo,93.38527675276752,Tajo,Cáceres
Tajo,cáceres - guadiloba,11.485239852398523,Tajo,57.42619926199262,Tajo,Cáceres
Tajo,entrepeñas,261.1734317343173,Tajo,31.60977859778598,Tajo,Provincia de Guadalajara
Tajo,finisterre,22.190036900369005,Tajo,16.68474169741697,Tajo,Provincia de Toledo
Tajo,gabriel y galán,473.8929889298893,Tajo,52.019243542435426,Tajo,Cáceres
Tajo,guajaraz,12.824723247232471,Tajo,71.24872693726937,Tajo,Provincia de Toledo
Tajo,guijo de granadilla,11.40590405904059,Tajo,87.74007380073802,Tajo,Cáceres
Tajo,"jarosa, la",4.57380073800738,Tajo,65.33878228782288,Tajo,Madrid
Tajo,jerte - plasencia,40.04612546125461,Tajo,67.87566420664207,Tajo,Cáceres
Tajo,molino de chincha,5.555350553505535,Tajo,92.58824723247233,Tajo,Cuenca
Tajo,navacerrada,6.590405904059041,Tajo,59.913671586715864,Tajo,Madrid
Tajo,navalcán,24.85239852398524,Tajo,73.09536900369004,Tajo,Provincia de Toledo
Tajo,navamuño,8.99630996309963,Tajo,64.25963099630997,Tajo,Salamanca
Tajo,"pardo, el",13.645756457564575,Tajo,31.734132841328417,Tajo,Madrid
Tajo,picadas,14.404059040590406,Tajo,96.02512915129152,Tajo,Madrid
Tajo,pinilla,27.083025830258304,Tajo,71.27112546125461,Tajo,Madrid
Tajo,portaje,13.821033210332104,Tajo,60.09140221402214,Tajo,Cáceres
Tajo,"portiña, la",1.8745387453874538,Tajo,37.49077490774908,Tajo,Provincia de Toledo
Tajo,puentes viejas,41.32656826568266,Tajo,77.97488929889299,Tajo,Madrid
Tajo,pálmaces,16.343173431734318,Tajo,52.71981549815498,Tajo,Provincia de Guadalajara
Tajo,riosequillo,38.29335793357934,Tajo,76.58671586715867,Tajo,Madrid
Tajo,rivera de gata,32.035055350553506,Tajo,65.3780073800738,Tajo,Cáceres
Tajo,rosarito,51.18081180811808,Tajo,62.41555350553506,Tajo,Provincia de Toledo
Tajo,salor,6.642066420664206,Tajo,47.443228782287825,Tajo,Cáceres
Tajo,san juan,83.87638376383764,Tajo,60.7799446494465,Tajo,Madrid
Tajo,santillana,66.75461254612546,Tajo,73.35653136531364,Tajo,Madrid
Tajo,"tajera, la",23.88929889298893,Tajo,37.3269926199262,Tajo,Provincia de Guadalajara
Tajo,torcón,2.9760147601476015,Tajo,42.514483394833945,Tajo,Provincia de Toledo
Tajo,torrejón (tajo - tietar),164.39114391143912,Tajo,87.4419926199262,Tajo,Cáceres
Tajo,"vado, el",27.127306273062732,Tajo,48.44147601476015,Tajo,Provincia de Guadalajara
Tajo,valdecañas,787.9114391143911,Tajo,54.4889852398524,Tajo,Cáceres
Tajo,valdeobispo,49.06273062730627,Tajo,92.57153136531366,Tajo,Cáceres
Tajo,valmayor,84.06088560885608,Tajo,67.7909409594096,Tajo,Madrid
Tajo,"vellón,el-(pedrezuela)",28.686346863468636,Tajo,69.96658671586715,Tajo,Madrid
Tajo,"villar, el",19.8690036900369,Tajo,86.38629151291514,Tajo,Madrid
"Tinto, Odiel y Piedras",corumbel bajo,11.490774907749078,"Tinto, Odiel y Piedras",60.477896678966786,"Tinto, Odiel y Piedras",Huelva
"Tinto, Odiel y Piedras",jarrama,35.640221402214024,"Tinto, Odiel y Piedras",82.88468634686348,"Tinto, Odiel y Piedras",Huelva
"Tinto, Odiel y Piedras",los machos,8.029520295202952,"Tinto, Odiel y Piedras",66.91278597785978,"Tinto, Odiel y Piedras",Huelva
"Tinto, Odiel y Piedras",odiel,7.007380073800738,"Tinto, Odiel y Piedras",87.59225092250922,"Tinto, Odiel y Piedras",Huelva
"Tinto, Odiel y Piedras",olivargas,28.54612546125461,"Tinto, Odiel y Piedras",98.43466789667896,"Tinto, Odiel y Piedras",Huelva
"Tinto, Odiel y Piedras",piedras,39.67527675276753,"Tinto, Odiel y Piedras",66.12579335793357,"Tinto, Odiel y Piedras",Huelva
"Tinto, Odiel y Piedras",sancho,47.99815498154982,"Tinto, Odiel y Piedras",82.75680811808118,"Tinto, Odiel y Piedras",Huelva
