establecimiento,tipo,categoria,nombre,municipio,web,telefono,wikidata,imagen municipio,poblacion municipio,longitud,latitud
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL MENDRUGO II,Tornadizos de Ávila,www.elmendrugo.com,635500036,http://www.wikidata.org/entity/Q1627969,https://www.wikidata.org/wiki/Q1627969#/media/File:Tornadizos_de_Ávila.jpg,451,-4.614049,40.626234899067505
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA  ABILIO,Villatoro,,626583505,http://www.wikidata.org/entity/Q1630428,"https://www.wikidata.org/wiki/Q1630428#/media/File:Villatoro,_Ávila_03.jpg",156,-5.113249299999999,40.555898499067844
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA CHIMENEA,Villatoro,,626583505,http://www.wikidata.org/entity/Q1630428,"https://www.wikidata.org/wiki/Q1630428#/media/File:Villatoro,_Ávila_03.jpg",156,-5.113249299999999,40.555898499067844
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,BARRIO DE ARRIBA,Villatoro,,920213269,http://www.wikidata.org/entity/Q1630428,"https://www.wikidata.org/wiki/Q1630428#/media/File:Villatoro,_Ávila_03.jpg",156,-5.1132469,40.55638549906785
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA CASA DE LA PLAZA,Zapardiel de la Ribera,,920349531,http://www.wikidata.org/entity/Q538770,https://www.wikidata.org/wiki/Q538770#/media/File:Zapardiel_de_la_Ribera.jpg,92,-5.589166699999999,40.33694439906898
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA PINTORA,Aranda de Duero,,600401082,http://www.wikidata.org/entity/Q495380,https://www.wikidata.org/wiki/Q495380#/media/File:Aranda_de_Duero_Aerea.jpg,33172,-3.6665491999999986,41.70102389906283
Alojam. Turismo Rural,Casa Rural,2 Estrellas,BACO,Baños de Valdearados,www.casaruralbaco.com,947534155,http://www.wikidata.org/entity/Q929461,https://www.wikidata.org/wiki/Q929461#/media/File:Iglesia_de_la_Asunción_BdV_6.jpg,332,-3.5567120000000005,42.7694809990595
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,LA HENERA,Barrios de Colina,www.sanjuandeortega.es,947409935,http://www.wikidata.org/entity/Q1448007,"https://www.wikidata.org/wiki/Q1448007#/media/File:Iglesia_de_San_Juan_de_Ortega,_Burgos.JPG",56,-3.436035,42.37548499906057
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LAS MACHORRAS I,Espinosa de los Monteros,,947143764,http://www.wikidata.org/entity/Q507149,https://www.wikidata.org/wiki/Q507149#/media/File:Vista_Amplia_Espinosa.JPG,1642,-3.5892778,43.116611099058694
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LAS MACHORRAS,Espinosa de los Monteros,,947143764,http://www.wikidata.org/entity/Q507149,https://www.wikidata.org/wiki/Q507149#/media/File:Vista_Amplia_Espinosa.JPG,1642,-3.5476617,43.07947009905878
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LAS MACHORRAS II,Espinosa de los Monteros,,947143764,http://www.wikidata.org/entity/Q507149,https://www.wikidata.org/wiki/Q507149#/media/File:Vista_Amplia_Espinosa.JPG,1642,-3.5924167000000002,43.116611099058694
Alojam. Turismo Rural,Casa Rural,2 Estrellas,CASTRO VALNERA,Espinosa de los Monteros,,651359659,http://www.wikidata.org/entity/Q507149,https://www.wikidata.org/wiki/Q507149#/media/File:Vista_Amplia_Espinosa.JPG,1642,-3.6129999999999995,43.128999999058664
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,POZA DE LA TORCA I,Frías,,629862468,http://www.wikidata.org/entity/Q1657230,https://www.wikidata.org/wiki/Q1657230#/media/File:Frías_.jpg,267,-3.3045880000000003,42.75073099905955
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,POZA DE LA TORCA II,Frías,,693758611,http://www.wikidata.org/entity/Q1657230,https://www.wikidata.org/wiki/Q1657230#/media/File:Frías_.jpg,267,-3.3045800000000005,42.750730999059556
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA TEJERA,Huerta de Rey,www.latejera.eu5.org,635594939,http://www.wikidata.org/entity/Q1645211,https://www.wikidata.org/wiki/Q1645211#/media/File:Huerta_atardecer.jpg,894,-3.3491299999999997,41.839899999062325
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA CONEJERA,Madrigalejo del Monte,www.casarurallaconejera.es,659751544,http://www.wikidata.org/entity/Q1643642,https://www.wikidata.org/wiki/Q1643642#/media/File:Casa_consistorial_de_Madrigalejo_del_Monte.jpg,183,-3.725133,42.123785999061354
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,REOYO I,Mambrilla de Castrejón,www.casaruralreoyo.com,947540444,http://www.wikidata.org/entity/Q1630618,https://www.wikidata.org/wiki/Q1630618#/media/File:Mambrilla_de_Castrejón_entrada.jpg,107,-3.9852944000000003,41.665969999062966
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,REOYO II,Mambrilla de Castrejón,www.casaruralreoyo.com,947540444,http://www.wikidata.org/entity/Q1630618,https://www.wikidata.org/wiki/Q1630618#/media/File:Mambrilla_de_Castrejón_entrada.jpg,107,-3.9852944000000003,41.665969999062966
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA PLATERÍA ll,Mambrilla de Castrejón,www.casaruralreoyo.com,947540444,http://www.wikidata.org/entity/Q1630618,https://www.wikidata.org/wiki/Q1630618#/media/File:Mambrilla_de_Castrejón_entrada.jpg,107,-3.9847299999999994,41.66709999906296
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA PLATERÍA l,Mambrilla de Castrejón,www.casaruralreoyo.com,947540444,http://www.wikidata.org/entity/Q1630618,https://www.wikidata.org/wiki/Q1630618#/media/File:Mambrilla_de_Castrejón_entrada.jpg,107,-3.9847299999999994,41.66709999906296
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL CAMPANARIO,Miranda de Ebro,www.casaruralelcampanario.com,678692473,http://www.wikidata.org/entity/Q11994,https://www.wikidata.org/wiki/Q11994#/media/File:Puente_Carlos_III_Miranda.JPG,35239,-3.0267333,42.73284439905959
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL ATRIO,Nava de Roa,,677403588,http://www.wikidata.org/entity/Q1617624,https://www.wikidata.org/wiki/Q1617624#/media/File:Navaderoa.jpg,200,-3.9639982999999996,41.61347289906317
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL  ESQUILADOR,Oña,,947300109,http://www.wikidata.org/entity/Q1609760,https://www.wikidata.org/wiki/Q1609760#/media/File:2014-04-16_Norte_de_Burgos_188_-_Oña.jpg,976,-3.3279288,42.714169399059635
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA REAL,Peñaranda de Duero,,636687733,http://www.wikidata.org/entity/Q953384,"https://www.wikidata.org/wiki/Q953384#/media/File:Peñaranda_de_Duero,_Burgos,_Castilla_y_León,España.jpg",510,-3.4790150999999994,41.68912369906287
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL TRINQUETE,Peñaranda de Duero,,636687733,http://www.wikidata.org/entity/Q953384,"https://www.wikidata.org/wiki/Q953384#/media/File:Peñaranda_de_Duero,_Burgos,_Castilla_y_León,España.jpg",510,-3.478649299999999,41.68852869906288
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA CASA DE LA ABUELA,Peñaranda de Duero,,609056262,http://www.wikidata.org/entity/Q953384,"https://www.wikidata.org/wiki/Q953384#/media/File:Peñaranda_de_Duero,_Burgos,_Castilla_y_León,España.jpg",510,-3.4782526,41.68856949906288
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA CANTAMORA,Peñaranda de Duero,,636687733,http://www.wikidata.org/entity/Q953384,"https://www.wikidata.org/wiki/Q953384#/media/File:Peñaranda_de_Duero,_Burgos,_Castilla_y_León,España.jpg",510,-3.4790150999999994,41.68912369906287
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,LOS BARRUECOS,Pinilla de los Barruecos,www.hrlosbarruecos.com,625186773,http://www.wikidata.org/entity/Q957974,https://www.wikidata.org/wiki/Q957974#/media/File:Panorámica_de_Pinilla_de_los_Barruecos.jpg,98,-3.3038600000000002,41.91846999906205
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,CASABARRIA,Pradoluengo,www.casabarria.es,623065319,http://www.wikidata.org/entity/Q932730,https://www.wikidata.org/wiki/Q932730#/media/File:Pradoluengo.jpg,1096,-3.2011628,42.32487029906072
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LOS ROBLONES,Rabanera del Pinar,,619132114,http://www.wikidata.org/entity/Q510140,https://www.wikidata.org/wiki/Q510140#/media/File:Rabanera_del_pinar01.jpg,96,-3.1970906999999995,41.89577319906213
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,FUENTELAMORA,La Revilla y Ahedo,www.fuentelamora.com,947380383,http://www.wikidata.org/entity/Q1643541,https://www.wikidata.org/wiki/Q1643541#/media/File:Ahedo20130220171129P1170102.jpg,94,-3.330929999999999,42.01327399906173
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA ANTIGUA OLMA,Riocavado de la Sierra,,680981913,http://www.wikidata.org/entity/Q764104,https://www.wikidata.org/wiki/Q764104#/media/File:Riocavado_de_la_sierra.jpg,56,-3.1974239999999994,42.15297299906127
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,ALTO TIRON,San Vicente del Valle,www.altotiron.es,659159700,http://www.wikidata.org/entity/Q1641308,https://www.wikidata.org/wiki/Q1641308#/media/File:Riotiron.JPG,29,-3.162195,42.337203999060684
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,SANTO DOMINGO DE SILOS,Santo Domingo de Silos,www.apartamentosantodomingodesilos.com,947390053,http://www.wikidata.org/entity/Q1766072,https://www.wikidata.org/wiki/Q1766072#/media/File:Iglesia_de_Santo_Domingo_de_Silos.jpg,264,-3.4197,41.962399999061894
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LAS CONDESAS,Santo Domingo de Silos,,650347801,http://www.wikidata.org/entity/Q1766072,https://www.wikidata.org/wiki/Q1766072#/media/File:Iglesia_de_Santo_Domingo_de_Silos.jpg,264,-3.41866,41.9628746990619
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LAS CONDESAS I,Santo Domingo de Silos,,650347801,http://www.wikidata.org/entity/Q1766072,https://www.wikidata.org/wiki/Q1766072#/media/File:Iglesia_de_Santo_Domingo_de_Silos.jpg,264,-3.41866,41.9628746990619
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,MIRADOR DE SILOS,Santo Domingo de Silos,www.miradordesilos.com,947212857,http://www.wikidata.org/entity/Q1766072,https://www.wikidata.org/wiki/Q1766072#/media/File:Iglesia_de_Santo_Domingo_de_Silos.jpg,264,-3.4186600999999994,41.96287479906189
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,CASA GLORIA,Sasamón,,947370059,http://www.wikidata.org/entity/Q1628353,https://www.wikidata.org/wiki/Q1628353#/media/File:Sasamon01.jpg,957,-4.0441889,42.41787339906045
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,PEÑA AMAYA,Sotresgudo,www.casaruralamaya.com,947363216,http://www.wikidata.org/entity/Q1641152,https://www.wikidata.org/wiki/Q1641152#/media/File:Sotresgudo-junio-2014-panoramica-4.jpg,433,-4.1635906,42.64202479905983
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,AMAYA,Sotresgudo,www.casaruralamaya.com,947363216,http://www.wikidata.org/entity/Q1641152,https://www.wikidata.org/wiki/Q1641152#/media/File:Sotresgudo-junio-2014-panoramica-4.jpg,433,-4.163865299999999,42.64194049905983
Alojam. Turismo Rural,Casa Rural,2 Estrellas,FUENTEVIEJA DE TEJADA,"Tejada, Burgos",www.casaruralfuentevieja.es,608393048,http://www.wikidata.org/entity/Q1641349,https://www.wikidata.org/wiki/Q1641349#/media/File:Ayuntamiento_de_Tejada_02.jpg,34,-3.5351999999999997,41.95286899906193
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,ATLANTIDA,Tordómar,www.atlantidarural.com,616071079,http://www.wikidata.org/entity/Q1641163,https://www.wikidata.org/wiki/Q1641163#/media/File:VistaDeTordómar-rectangular.jpg,324,-3.871503000000001,42.04336799906162
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA CONDESONA,Torresandino,www.lacondesona.com,646074684,http://www.wikidata.org/entity/Q1630680,https://www.wikidata.org/wiki/Q1630680#/media/File:Torresandino20110908152718P1130302.jpg,583,-3.9094443999999995,41.82944439906235
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LAS FUENTES DE MENA,Valle de Mena,,947126198,http://www.wikidata.org/entity/Q1614774,https://www.wikidata.org/wiki/Q1614774#/media/File:Mena.jpg,4030,-3.342561000000001,43.08261699905877
Alojam. Turismo Rural,Posada,2 Estrellas,POSADA DON SAULO,Valle de Mena,www.grupodonpablo.com,947126663,http://www.wikidata.org/entity/Q1614774,https://www.wikidata.org/wiki/Q1614774#/media/File:Mena.jpg,4030,-3.270156,43.10630599905874
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA CASA DE LA SERENIDAD,Valle de Oca,,678167026,http://www.wikidata.org/entity/Q1656723,https://www.wikidata.org/wiki/Q1656723#/media/File:Iglesia_1986.jpg,165,-3.320563,42.4356739990604
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,LOLO Y VICENT,Valle de Sedano,www.casadeloloyvicent.es,947150267,http://www.wikidata.org/entity/Q746624,https://www.wikidata.org/wiki/Q746624#/media/File:Iglesia_de_Sedano.jpg,417,-3.7509022000000005,42.72323529905962
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL MOLINO DE LA CASCADA,Valle de Sedano,www.elmolinodeorbaneja.com,947150900,http://www.wikidata.org/entity/Q746624,https://www.wikidata.org/wiki/Q746624#/media/File:Iglesia_de_Sedano.jpg,417,-3.793611100000001,42.83472219905933
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,COLÁS,Valle de Tobalina,,947358734,http://www.wikidata.org/entity/Q1630657,https://www.wikidata.org/wiki/Q1630657#/media/File:Iglesia_de_Herrán.JPG,896,-3.3269175,42.80338169905942
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL PAJAR,Valle de Tobalina,www.clubrural.net/El Pajar,677231998,http://www.wikidata.org/entity/Q1630657,https://www.wikidata.org/wiki/Q1630657#/media/File:Iglesia_de_Herrán.JPG,896,-3.3202693999999995,42.78806939905945
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA DEL ABUELO VICTOR,Valle de Valdelaguna,,947215641,http://www.wikidata.org/entity/Q1986407,https://www.wikidata.org/wiki/Q1986407#/media/File:Huerta_de_abajo_desde_el_cuento.JPG,196,-3.335556,42.93472199905909
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LAS HOYAS II,Valle de Valdelaguna,,947380437,http://www.wikidata.org/entity/Q1986407,https://www.wikidata.org/wiki/Q1986407#/media/File:Huerta_de_abajo_desde_el_cuento.JPG,196,-3.1032209999999996,42.09512399906144
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LAS HOYAS I,Valle de Valdelaguna,,947380437,http://www.wikidata.org/entity/Q1986407,https://www.wikidata.org/wiki/Q1986407#/media/File:Huerta_de_abajo_desde_el_cuento.JPG,196,-3.103313,42.09504799906146
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA DE PRIMITIVA,Valle de Valdelaguna,,947215641,http://www.wikidata.org/entity/Q1986407,https://www.wikidata.org/wiki/Q1986407#/media/File:Huerta_de_abajo_desde_el_cuento.JPG,196,-3.1383609999999997,42.09910399906143
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,LA CASA DEL VALLE,Valle de Zamanzas,,686344307,http://www.wikidata.org/entity/Q1630756,https://www.wikidata.org/wiki/Q1630756#/media/File:Hermitage_of_Saint_Christopher_Martyr_(Ailanes)_02.JPG,46,-3.7540967,42.850402199059296
Alojam. Turismo Rural,Casa Rural,2 Estrellas,SENDAS DEL EBRO,Valle de Zamanzas,www.casaruralsendasdelebro.blog,947621907,http://www.wikidata.org/entity/Q1630756,https://www.wikidata.org/wiki/Q1630756#/media/File:Hermitage_of_Saint_Christopher_Martyr_(Ailanes)_02.JPG,46,-3.4859,42.856199999059285
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,LA FONDA LEAL,La Vid y Barrios,www.lafondaleal.com,679963522,http://www.wikidata.org/entity/Q1643567,"https://www.wikidata.org/wiki/Q1643567#/media/File:La_Vid,_monasterio-PM_17526.jpg",260,-3.4589469999999998,41.62149899906313
Alojam. Turismo Rural,Casa Rural,2 Estrellas,PUERTA NORTE,Villadiego,www.casaruralpuertanorte.com,947361878,http://www.wikidata.org/entity/Q1630718,https://www.wikidata.org/wiki/Q1630718#/media/File:Padre_Florez.jpg,1478,-4.008867,42.516020999060174
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,LA ALPARGATERIA,Villafranca Montes de Oca,www.casaruralalpargateria.es,947582029,http://www.wikidata.org/entity/Q959000,https://www.wikidata.org/wiki/Q959000#/media/File:Perlineus_Sint-Djåke_Villafranca_Montes_de_Oca.JPG,116,-3.3080586999999997,42.39006999906054
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,CASA DE LOS DESEOS,Villambistia,,653326020,http://www.wikidata.org/entity/Q958629,"https://www.wikidata.org/wiki/Q958629#/media/File:Villambistia,_Burgos.JPG",45,-3.2591666999999998,42.411944399060474
Alojam. Turismo Rural,Casa Rural,2 Estrellas,CASA ZARRACATANITA,Villanueva de Carazo,www.casaruralelartedevivir.com,653236221,http://www.wikidata.org/entity/Q1630669,https://www.wikidata.org/wiki/Q1630669#/media/File:VillanuevaDeCarazo20100203074024SAM_1907.jpg,24,-3.322644899999999,41.98579029906181
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,ANA MARI,Villarcayo de Merindad de Castilla la Vieja,www.anamari.org,947131528,http://www.wikidata.org/entity/Q370934,https://www.wikidata.org/wiki/Q370934#/media/File:Plazavillarcayo.JPG,3942,-3.5997361,42.941140299059086
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA DEL MANCO,Arganza,,987568614,http://www.wikidata.org/entity/Q1607162,https://www.wikidata.org/wiki/Q1607162#/media/File:Colegio_público_de_Arganza_y_Ayuntamiento.jpg,778,-6.704230899999999,42.67647739905975
Alojam. Turismo Rural,Casa Rural,2 Estrellas,LA CALISTA,Astorga,www.lacalista.com,654170118,http://www.wikidata.org/entity/Q465078,https://www.wikidata.org/wiki/Q465078#/media/File:Aérea_de_Astorga_02.jpg,10392,-6.1301135,42.46534679906031
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,EL CAMINANTE,Astorga,,987691098,http://www.wikidata.org/entity/Q465078,https://www.wikidata.org/wiki/Q465078#/media/File:Aérea_de_Astorga_02.jpg,10392,-6.158202,42.45517379906034
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,LOS NOGALES,Los Barrios de Luna,,987581422,http://www.wikidata.org/entity/Q26442,https://www.wikidata.org/wiki/Q26442#/media/File:Los_Barrios_de_Luna_(León).JPG,299,-5.8657761,42.84271049905932
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL SARDÓN,Bembibre,,628121230,http://www.wikidata.org/entity/Q1157834,https://www.wikidata.org/wiki/Q1157834#/media/File:Bembibre.JPG,8279,-6.4066707,42.66773059905976
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,PIEDRAS BLANCAS,El Burgo Ranero,,607163982,http://www.wikidata.org/entity/Q26585,https://www.wikidata.org/wiki/Q26585#/media/File:El_Burgo_Ranero.jpg,697,-5.220188499999999,42.42334729906043
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,LA ERA II,Burón,,987740096,http://www.wikidata.org/entity/Q26640,https://www.wikidata.org/wiki/Q26640#/media/File:Polvoredo_panoramica.JPG,290,-5.093226999999999,43.04016229905886
Alojam. Turismo Rural,Casa Rural de Alojamiento Compartido,2 Estrellas,LA ERA I,Burón,,987740096,http://www.wikidata.org/entity/Q26640,https://www.wikidata.org/wiki/Q26640#/media/File:Polvoredo_panoramica.JPG,290,-5.093226999999999,43.04016229905886
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL LAGAR,Cacabelos,,987563210,http://www.wikidata.org/entity/Q695202,https://www.wikidata.org/wiki/Q695202#/media/File:Cacabelos-Santa-Maria.jpg,4874,-6.723607999999998,42.633390999059856
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,EL RINCÓN DEL CUCO,Candín,www.elrincondelcuco.com,987564321,http://www.wikidata.org/entity/Q1615397,https://www.wikidata.org/wiki/Q1615397#/media/File:Pereda_de_Ancares_03.jpg,248,-6.7279541,42.816529699059394
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,EL LOCEO,Candín,www.valledeancares.com,987564284,http://www.wikidata.org/entity/Q1615397,https://www.wikidata.org/wiki/Q1615397#/media/File:Pereda_de_Ancares_03.jpg,248,-6.7279541,42.816529699059394
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CORNATELIA I,Carracedelo,www.casa-cornatelia.com,987562817,http://www.wikidata.org/entity/Q1442707,https://www.wikidata.org/wiki/Q1442707#/media/File:Carracedo_(Le)_-_Monasterio_de_Santa_Maria_07.jpg,3434,-6.7297123,42.55540119906006
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CORNATELIA II,Carracedelo,www.casa-cornatelia.com,644889919,http://www.wikidata.org/entity/Q1442707,https://www.wikidata.org/wiki/Q1442707#/media/File:Carracedo_(Le)_-_Monasterio_de_Santa_Maria_07.jpg,3434,-6.7297123,42.55540119906006
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CASA BAENA,Carrocera,www.encuevas.com,626721040,http://www.wikidata.org/entity/Q137207,https://www.wikidata.org/wiki/Q137207#/media/File:Piedrasecha_05_by-dpc.jpg,458,-5.7524077,42.81556589905938
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LOS CALDERONES DE PIEDRASECHA  I,Carrocera,WWW.LOSCALDERONES.COM,987581300,http://www.wikidata.org/entity/Q137207,https://www.wikidata.org/wiki/Q137207#/media/File:Piedrasecha_05_by-dpc.jpg,458,-5.7789236,42.823447599059364
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LOS CALDERONES DE PIEDRASECHA  II,Carrocera,WWWLOSCALDERONES.COM,987581300,http://www.wikidata.org/entity/Q137207,https://www.wikidata.org/wiki/Q137207#/media/File:Piedrasecha_05_by-dpc.jpg,458,-5.7789236,42.823447599059364
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,LA OCA,Carrocera,www.casarurallaoca.com,609221179,http://www.wikidata.org/entity/Q137207,https://www.wikidata.org/wiki/Q137207#/media/File:Piedrasecha_05_by-dpc.jpg,458,-5.7688156,42.786705299059456
Alojam. Turismo Rural,Casa Rural de Alquiler,2 Estrellas,CARRILES ROMANOS,Castrillo de Cabrera,www.carrilesromanos.es,629158842,http://www.wikidata.org/entity/Q141252,https://www.wikidata.org/wiki/Q141252#/media/File:Noceda_de_Cabrera1.JPG,106,-6.593683,42.34811299906066
Alojam. Turismo Rural,Hotel Rural,2 Estrellas,NUESTRA SEÑORA DE LOURDES,Hospital de Órbigo,,987388253,http://www.wikidata.org/entity/Q848293,https://www.wikidata.org/wiki/Q848293#/media/File:Puente_del_Paso_Honroso_en_Hospital_de_Orbigo.jpg,981,-5.8819108,42.46361439906032
